,address,zipcode,city,state,latitude,longitude,amount
62,2425 West 35th Avenue,80211,Denver,CO,39.765887,-105.016479,473477
63,1221 Gaylord Street,80206,Denver,CO,39.73554,-104.961369,754105
64,6760 Batavia Place,,,,,,
65,3420 Marion Street,80205,Denver,CO,39.764959,-104.971761,
66,1417 Lafayette Street,80218,Denver,CO,39.738827,-104.970822,837117
67,1115 Madison Street,80206,Denver,CO,39.734018,-104.946491,733765
68,3126 West 41st Avenue,80211,Denver,CO,39.772719,-105.028281,644292
69,2731 South Race Street,80210,Denver,CO,39.666942,-104.964601,746452
70,4666 Osceola Street,80212,Denver,CO,39.781293,-105.03785,410294
71,3934 Federal Boulevard,80211,Denver,CO,39.771862,-105.024869,
72,1910 West 38th Avenue,80211,Denver,CO,39.769155,-105.010433,562414
73,800 15th Street,,,,,,
74,3422 Josephine Street,80205,Denver,CO,39.764945,-104.958221,436123
75,2044 South Pearl Street,,,,,,
76,3019 Williams Street,80205,Denver,CO,39.759959,-104.966304,343128
77,1473 Jersey Street,,,,,,
78,285 Magnolia Street,,,,,,
79,62 West Ellsworth Avenue,80223,Denver,CO,39.716329,-104.989066,573191
80,2785 South High Street,80210,Denver,CO,39.666274,-104.965616,750838
81,3317 West 17th Avenue,80204,Denver,CO,39.744082,-105.030487,619503
82,411 Williams Street,80218,Denver,CO,39.722308,-104.966269,1202263
83,50 Pennsylvania Street,80203,Denver,CO,39.717538,-104.981118,873469
84,3582 Clayton Street,80210,Denver,CO,39.669686,-104.954727,1207398
85,1607 Gilpin Street,80218,Denver,CO,39.741829,-104.967554,
86,724 East 23rd Avenue,80205,Denver,CO,39.750531,-104.977301,491246
87,3344 Meade Street,80211,Denver,CO,39.764811,-105.035466,656874
88,3432 Adams Street,,,,,,
89,570 South Pennsylvania Street,80209,Denver,CO,39.706208,-104.981278,581957
90,1095 Federal Boulevard,,,,,,
91,4595 Perry Street,80212,Denver,CO,39.780046,-105.039564,648214
92,4317 Umatilla Street,80211,Denver,CO,39.77577,-105.012678,664057
93,3842 Osceola Street,,,,,,
94,1660 Steele Street,80206,Denver,CO,39.743118,-104.949659,
95,687 South Shoshone Street,80223,Denver,CO,39.704266,-105.010091,399253
96,2257 West 33rd Avenue,,,,,,
97,828 25th Street,80205,Denver,CO,39.754441,-104.983015,549521
98,824 East 20th Avenue,,,,,,
99,4657 East Kentucky Circle,80246,Denver,CO,39.701152,-104.934843,400321
100,3544 Mariposa Street,80211,Denver,CO,39.766499,-105.00264,355703
101,8412 Fairmount Drive,,,,,,
102,1025 Adams Street,80206,Denver,CO,39.732613,-104.948697,576716
103,1200 South Emerson Street,80210,Denver,CO,39.69459,-104.976601,543058
104,3549 Lipan Street,80211,Denver,CO,39.766581,-105.002092,1088964
105,2001 West Gill Place,80223,Denver,CO,39.705011,-105.011204,453760
106,975 Washington Street,80203,Denver,CO,39.731814,-104.978973,294617
107,1580 South Quebec Street,,,,,,
108,3975 Shoshone Street,80211,Denver,CO,39.771549,-105.00995,593649
109,3763 High Street,80205,Denver,CO,39.76929,-104.965068,422440
110,2152 East Vassar Avenue,,,,,,
111,1238 Madison Street,80206,Denver,CO,39.735983,-104.945851,682389
112,861 East Iliff Avenue,,,,,,
113,4785 Elm Court,,,,,,
114,1715 East 29th Avenue,80205,Denver,CO,39.758418,-104.966737,797834
115,1920 High Street,,,,,,
116,4058 Lipan Street,80211,Denver,CO,39.772802,-105.001433,
117,333 Marion Street,80218,Denver,CO,39.720757,-104.972053,1646636
118,3058 Newton Street,80211,Denver,CO,39.761437,-105.036651,795699
119,456 Bannock Street,,,,,,
120,2930 West 39th Avenue,80211,Denver,CO,39.77088,-105.023616,632990
121,2614 East 13th Avenue,80206,Denver,CO,39.736606,-104.955792,712812
122,2929 South Gilpin Street,,,,,,
123,1050 Pennsylvania Street,80203,Denver,CO,39.733011,-104.980689,1251794
124,649 South Pennsylvania Street,80209,Denver,CO,39.704739,-104.981906,679416
125,2544 West 43rd Avenue,80211,Denver,CO,39.775252,-105.018695,773142
126,3236 Arapahoe Street,80205,Denver,CO,39.763187,-104.975388,548028
127,8379 East 29th Avenue,80238,Denver,CO,39.7577,-104.891052,440606
128,1991 West Kentucky Avenue,80223,Denver,CO,39.699319,-105.011709,394565
129,2521 West 37th Avenue,80211,Denver,CO,39.768294,-105.017937,723950
130,2736 South Ingalls Way,80227,Denver,CO,39.66605,-105.06271,439874
131,2613 South Milwaukee Street,80210,Denver,CO,39.668974,-104.952672,1826883
132,4120 Hooker Street,80211,Denver,CO,39.77342,-105.028478,564177
133,333 Lincoln Street,,,,,,
134,3940 Humboldt Street,80205,Denver,CO,39.769798,-104.968868,441235
135,56 East Florida Avenue,80210,Denver,CO,39.691089,-104.949711,956941
136,4059 Shoshone Street,80211,Denver,CO,39.77276,-105.009929,614856
137,720 25th Street,80205,Denver,CO,39.75389,-104.982021,
138,1809 South Milwaukee Street,,,,,,
139,351 Santa Fe Drive,,,,,,
140,1017 East 9th Avenue,80218,Denver,CO,39.730599,-104.97441,
141,2432 West 37th Avenue,80211,Denver,CO,39.7678,-105.016714,467341
142,3231 East 30th Avenue,,,,,,
143,3949 Tejon Street,80211,Denver,CO,39.771421,-105.011529,1022261
144,2716 Marion Street,80205,Denver,CO,39.768532,-104.971737,275933
145,4400 Vrain Street,80212,Denver,CO,39.776673,-105.045969,870237
146,135 Fox Street,80223,Denver,CO,39.719085,-104.995523,466216
147,3938 Tejon Street,80211,Denver,CO,39.771423,-105.01085,789906
148,91 Bannock Street,80223,Denver,CO,39.718094,-104.991227,856170
149,3030 Downing Street,80205,Denver,CO,39.759972,-104.973035,889746
150,2394 Ivy Street,80207,Denver,CO,39.76534,-104.919659,428958
151,3344 West 33rd Avenue,80211,Denver,CO,39.763642,-105.031085,605306
152,2439 Williams Street,80205,Denver,CO,39.752704,-104.966275,694657
153,2552 High Street,80205,Denver,CO,39.754221,-104.964363,857658
154,2501 High Street,80210,Denver,CO,39.671101,-104.965581,
155,4599 East 23rd Avenue,,,,,,
156,1433 Adams Street,,,,,,
157,20951 East 52nd Avenue,,,,,,
158,1225 East 9th Avenue,,,,,,
159,2349 Champa Street,80205,Denver,CO,39.753903,-104.984878,738089
160,3655 East 13th Avenue,,,,,,
161,661 Logan Street,,,,,,
162,3839 West 46th Avenue,80211,Denver,CO,39.7805,-105.037871,995623
163,5226 East 23rd Avenue,80207,Denver,CO,39.750927,-104.926587,344740
164,3020 Josephine Street,80205,Denver,CO,39.759916,-104.95823,465121
165,138 West 1st Avenue,80223,Denver,CO,39.718117,-104.990311,611378
166,1565 Race Street,80206,Denver,CO,39.741165,-104.963812,1460618
167,832 26th Street,80205,Denver,CO,39.755492,-104.98166,425063
168,3845 Winona Court,80212,Denver,CO,39.770237,-105.04774,369306
169,1660 Gilpin Street,,,,,,
170,530 East 20th Avenue,,,,,,
171,604 Inca Street,80204,Denver,CO,39.725988,-104.997222,403865
172,1113 25th Street,,,,,,
173,2258 Monaco Parkway,80207,Denver,CO,39.750718,-104.913148,755776
174,6246 West Flora Place,,,,,,
175,280 Delaware Street,80223,Denver,CO,39.720799,-104.992574,605542
176,690 Pennsylvania Street,80209,Denver,CO,39.704069,-104.981339,434612
177,2905 East 36th Avenue,,,,,,
178,2745 Irving Street,80211,Denver,CO,39.757401,-105.030228,550051
179,1554 Gaylord Street,80206,Denver,CO,39.741027,-104.960654,1091384
180,5300 West Warren Avenue,,,,,,
181,3536 Navajo Street,80211,Denver,CO,39.766348,-105.00386,798609
182,3273 Lowell Boulevard,80211,Denver,CO,39.763492,-105.034911,590036
183,1855 West 33rd Avenue,80211,Denver,CO,39.763482,-105.009183,1386893
184,1156 Logan Street,80203,Denver,CO,39.734753,-104.982043,306431
185,1426 Fillmore Street,80206,Denver,CO,39.738893,-104.952669,649381
186,2460 West Argyle Place,80211,Denver,CO,39.761198,-105.017257,395284
187,1237 Garfield Street,80206,Denver,CO,39.735957,-104.944289,437900
188,900 Hudson Street,80220,Denver,CO,39.731213,-104.923046,555065
189,8184 Martin Luther King Jr. Boulevard,,,,,,
190,8701 East Kent Place,80237,Denver,CO,39.648566,-104.886974,605320
191,3669 Adams Street,,,,,,
192,3516 Gaylord Street,80205,Denver,CO,39.766095,-104.960632,609701
193,2954 Fillmore Street,,,,,,
194,1723 East 16th Avenue,80218,Denver,CO,39.741866,-104.966549,744072
195,947 Cherokee Street,,,,,,
196,4666 Osceola Street,80212,Denver,CO,39.781293,-105.03785,410294
197,700 West 9th Avenue,80204,Denver,CO,39.730257,-104.996736,1197688
198,125 South Sherman Street,80209,Denver,CO,39.714203,-104.985355,1116472
199,2105 South Adams Street,80210,Denver,CO,39.678072,-104.949792,794474
200,1225 Clayton Street,80210,Denver,CO,39.694282,-104.954996,717497
201,2332 Emerson Street,80205,Denver,CO,39.751409,-104.975419,1062413
202,2157 South High Street,80210,Denver,CO,39.677307,-104.96556,527836
203,1424 East 12th Avenue,80218,Denver,CO,39.735015,-104.969973,341681
204,1064 Lipan Street,80204,Denver,CO,39.73333,-105.001263,396058
205,815 East 4th Avenue,80218,Denver,CO,39.722692,-104.977076,704778
206,1801 East 24th Avenue,80205,Denver,CO,39.752153,-104.96574,757674
207,165 South Corona Street,80209,Denver,CO,39.713469,-104.974884,1379783
208,2137 Meade Street,80211,Denver,CO,39.74942,-105.036098,662205
209,4781 East 33rd Avenue,,,,,,
210,2909 South Winona Court,80236,Denver,CO,39.662175,-105.048472,397254
211,1353 Wolff Street,,,,,,
212,854 South Holly Street,,,,,,
213,5411 East Kentucky Avenue,,,,,,
214,1301 West 35th Avenue,,,,,,
215,999 Pearl Street,80203,Denver,CO,39.731805,-104.980139,283571
216,1719 Pearl Street,80210,Denver,CO,39.685352,-104.98077,633086
217,1812 South Logan Street,80210,Denver,CO,39.683689,-104.98248,504081
218,3318 Gaylord Street,80205,Denver,CO,39.763636,-104.960632,602583
219,3105 California Street,80205,Denver,CO,39.759601,-104.974001,454611
220,3778 West 48th Avenue,,,,,,
221,2650 West Bates Avenue,,,,,,
222,3735 Osage Street,80211,Denver,CO,39.768636,-105.00559,730756
223,1208 Logan Street,80210,Denver,CO,39.694528,-104.982403,674523
224,5301 East Custer Place,,,,,,
225,1151 Clarkson Street,80218,Denver,CO,39.734645,-104.977908,510438
226,3863 Newton Street,80211,Denver,CO,39.770598,-105.037305,614867
227,3114 Josephine Street,80205,Denver,CO,39.7611,-104.958221,539547
228,3015 Lowell Boulevard,80211,Denver,CO,39.760545,-105.034921,1597133
229,33 East Bayaud Avenue,,,,,,
230,2445 Lawrence Street,80205,Denver,CO,39.75678,-104.986371,341669
231,2235 South Harrison Street,80210,Denver,CO,39.675932,-104.942636,745743
232,3223 Grove Street,80211,Denver,CO,39.762793,-105.028766,633141
233,86 Clermont Street,,,,,,
234,3648 Garfield Street,80205,Denver,CO,39.76779,-104.943677,380076
235,3733 Lipan Street,80211,Denver,CO,39.768717,-105.002066,925431
236,757 East 20th Avenue,80205,Denver,CO,39.748078,-104.977529,
237,761 Lafayette Street,80218,Denver,CO,39.728366,-104.970927,675901
238,50 West 1st Avenue,80223,Denver,CO,39.718108,-104.988898,384498
239,41 South Ogden Street,80209,Denver,CO,39.715683,-104.97605,
240,4945 Perry Street,80212,Denver,CO,39.786452,-105.03955,541976
241,819 South Corona Street,80209,Denver,CO,39.701588,-104.974894,1287618
242,2777 Mile High Stadium Circle,,,,,,
243,4569 Bryant Street,80211,Denver,CO,39.779451,-105.019668,970078
244,1801 West Stoll Place,80221,Denver,CO,39.787415,-105.007655,365466
245,39 Emerson Street,80218,Denver,CO,39.717233,-104.97721,
246,4627 Tennyson Street,,,,,,
247,3011 Race Street,80205,Denver,CO,39.759786,-104.963818,521285
248,2578 South Lincoln Street,80210,Denver,CO,39.670171,-104.986128,509960
249,332 South Leyden Street,80224,Denver,CO,39.71041,-104.914875,453820
250,190 Rampart Way,,,,,,
251,912 Lafayette Street,80218,Denver,CO,39.730708,-104.970307,863659
252,6662 East 17th Avenue,,,,,,
253,3222 Raleigh Street,80212,Denver,CO,39.762559,-105.041345,544694
254,1219 East 10th Avenue,80218,Denver,CO,39.732181,-104.972641,798899
255,2061 South Adams Street,80210,Denver,CO,39.679052,-104.949788,1091723
256,224 South Clarkson Street,80209,Denver,CO,39.712346,-104.977744,864990
257,1647 Clarkson Street,80210,Denver,CO,39.686626,-104.978419,1002067
258,55 South Wolff Street,80219,Denver,CO,39.715513,-105.048487,334295
259,5764 East 14th Avenue,,,,,,
260,2543 Emerson Street,80205,Denver,CO,39.754064,-104.976084,544510
261,276 Locust Street,,,,,,
262,1003 Harrison Street,80206,Denver,CO,39.732216,-104.942121,525350
263,128 Sherman Street,80203,Denver,CO,39.718931,-104.984655,871370
264,6215 East 25th Avenue,,,,,,
265,78 Jackson Street,80206,Denver,CO,39.717464,-104.94219,915329
266,2626 Lowell Boulevard,80211,Denver,CO,39.755442,-105.034285,1042641
267,2038 Gaylord Street,80205,Denver,CO,39.747643,-104.960667,938867
268,2115 West 29th Avenue,80211,Denver,CO,39.758652,-105.012227,708297
269,4895 Vallejo Street,80221,Denver,CO,39.785459,-105.013836,521435
270,1772 Emerson Street,,,,,,
271,2600 18th Street,80211,Denver,CO,39.761122,-105.008314,667041
272,1126 Detroit Street,80206,Denver,CO,39.734114,-104.953724,833779
273,3611 York Street,80205,Denver,CO,39.767185,-104.960085,512024
274,2630 West 38th Avenue,80211,Denver,CO,39.768858,-105.019613,
275,1331 17th Street,,,,,,
276,5142 Decatur Street,80221,Denver,CO,39.790077,-105.021306,443542
277,1161 Gaylord Street,80206,Denver,CO,39.734585,-104.961375,
278,2536 West 34th Avenue,80211,Denver,CO,39.764091,-105.018412,948882
279,2653 South Krameria Street,80222,Denver,CO,39.668969,-104.916842,490202
280,1301 West 38th Avenue,,,,,,
281,2336 West 38th Avenue,80211,Denver,CO,39.769114,-105.015215,611858
282,3768 Williams Street,80205,Denver,CO,39.769331,-104.965567,
283,2541 Wolff Street,80212,Denver,CO,39.754666,-105.049063,956034
284,3343 Larimer Street,,,,,,
285,4552 Xavier Street,80212,Denver,CO,39.779381,-105.049592,892849
286,2208 Marion Street,80205,Denver,CO,39.74976,-104.971762,718639
287,2435 West Dunkeld Place,80211,Denver,CO,39.759686,-105.016903,460252
288,2657 Perry Street,,,,,,
289,855 Pennsylvania Street,80203,Denver,CO,39.729655,-104.981369,300297
290,919 East 10th Avenue,80218,Denver,CO,39.732193,-104.975992,629990
291,582 East Arizona Avenue,,,,,,
292,2360 South Williams Street,80210,Denver,CO,39.673682,-104.966075,474945
293,2547 South Grant Street,,,,,,
294,757 Gilpin Street,80218,Denver,CO,39.728357,-104.967445,856128
295,1337 18th Street,,,,,,
296,1005 Acoma Street,80204,Denver,CO,39.730099,-104.988791,
297,930 Pennsylvania Street,80209,Denver,CO,39.699709,-104.981221,826169
298,5537 East 19th Avenue,,,,,,
299,20275 East 47th Avenue,,,,,,
300,1158 Marion Street,80218,Denver,CO,39.734838,-104.971494,
301,134 South Broadway,80209,Denver,CO,39.697651,-104.986744,
302,2418 West 38th Avenue,80211,Denver,CO,39.769007,-105.016482,401941
303,709 East 12th Avenue,80203,Denver,CO,39.735337,-104.97839,
304,180 Sheridan Boulevard,80260,Denver,CO,39.871696,-105.014394,49230
305,2765 South Ingalls Way,80227,Denver,CO,39.665379,-105.062094,508190
306,4154 Umatilla Street,80211,Denver,CO,39.773896,-105.012047,709260
307,3150 West 22nd Avenue,80211,Denver,CO,39.749713,-105.028142,882112
308,3260 Quitman Street,80212,Denver,CO,39.763371,-105.040178,856838
309,2842 West 25th Avenue,80211,Denver,CO,39.753381,-105.023181,352610
310,1045 West 8th Avenue,80204,Denver,CO,39.729114,-105.001221,
311,1032 West 8th Avenue,80204,Denver,CO,39.728667,-105.001183,401173
312,1724 West 33rd Avenue,80211,Denver,CO,39.763037,-105.007054,512336
313,401 South Pearl Street,80209,Denver,CO,39.709171,-104.980587,591346
314,2450 Vine Street,80205,Denver,CO,39.75295,-104.961883,751334
315,3737 West 24th Avenue,80211,Denver,CO,39.752264,-105.036641,528486
316,1150 Garfield Street,80210,Denver,CO,39.695727,-104.94385,1513255
317,151 South Sherman Street,80209,Denver,CO,39.713583,-104.985404,424651
318,2431 Humboldt Street,,,,,,
319,3113 Franklin Street,80205,Denver,CO,39.7611,-104.968773,573338
320,3395 Dahlia Street,,,,,,
321,2793 Pontiac Street,,,,,,
322,664 Washington Street,80203,Denver,CO,39.726852,-104.978408,1749184
323,4104 Quivas Street,80211,Denver,CO,39.773134,-105.00741,880198
324,3801 West 20th Avenue,80211,Denver,CO,39.747729,-105.03737,1255258
325,628 Logan Street,80203,Denver,CO,39.726226,-104.982015,522340
326,1175 Santa Fe Drive,,,,,,
327,20699 East 55th Avenue,80249,Denver,CO,39.79433,-104.746355,419167
328,2038 Gaylord Street,80205,Denver,CO,39.747643,-104.960667,938867
329,2031 Gaylord Street,80205,Denver,CO,39.747516,-104.961332,756344
330,1080 Sherman Street,80203,Denver,CO,39.73347,-104.9842,
331,2527 Gaylord Street,80205,Denver,CO,39.753784,-104.961331,593114
332,1144 Broadway,,,,,,
333,252 Inca Street,80223,Denver,CO,39.720344,-104.997222,638119
334,2446 Irving Street,80211,Denver,CO,39.753219,-105.029502,695626
335,3415 Lawrence Street,80205,Denver,CO,39.765773,-104.974743,517706
336,3700 Utica Street,80212,Denver,CO,39.767568,-105.044901,671983
337,3953 Kalamath Street,80211,Denver,CO,39.771412,-105.000916,544979
338,1701 31st Street,,,,,,
339,3318 Pecos Street,,,,,,
340,3630 Osage Street,80211,Denver,CO,39.76734,-105.004958,1741502
341,7925 East 24th Avenue,,,,,,
342,2284 South Lincoln Street,,,,,,
343,3262 West 30th Avenue,80211,Denver,CO,39.760054,-105.029718,778202
344,3227 South Flamingo Way,80222,Denver,CO,39.658356,-104.926656,397633
345,3536 Sheridan Boulevard,,,,,,
346,818 Clarkson Street,,,,,,
347,803 West 6th Avenue,,,,,,
348,3943 West 23rd Avenue,80212,Denver,CO,39.751481,-105.039023,399573
349,2887 Glencoe Street,,,,,,
350,4025 Jason Street,80211,Denver,CO,39.772339,-104.999737,327903
351,1930 West 39th Avenue,80211,Denver,CO,39.770294,-105.010457,658306
352,2165 Curtis Street,,,,,,
353,2830 Glencoe Street,80207,Denver,CO,39.757136,-104.925438,557503
354,4542 West Hayward Place,80212,Denver,CO,39.759154,-105.046057,592261
355,37 West Maple Avenue,80223,Denver,CO,39.714165,-104.988561,607345
356,121 Osceola Street,80219,Denver,CO,39.7186,-105.038844,322944
357,785 Clayton Street,80206,Denver,CO,39.728785,-104.955875,2122029
358,2921 Central Park Boulevard,,,,,,
359,3187 North Speer Boulevard,,,,,,
360,1201 Kalamath Street,80204,Denver,CO,39.735502,-105.000561,
361,2124 High Street,80205,Denver,CO,39.748643,-104.964371,778618
362,3265 Federal Boulevard,80211,Denver,CO,39.764505,-105.025622,796266
363,2063 Market Street,,,,,,
364,1517 East 31st Avenue,80205,Denver,CO,39.760992,-104.969113,622824
365,3701 Zenobia Street,80212,Denver,CO,39.76765,-105.052396,724056
366,2932 Dexter Street,80207,Denver,CO,39.757202,-104.932489,642595
367,1423 Monroe Street,,,,,,
368,4801 West 32nd Avenue,80212,Denver,CO,39.762336,-105.048937,842351
369,1550 Downing Street,80218,Denver,CO,39.741053,-104.97303,1326414
370,3200 South Oneida Way,80224,Denver,CO,39.657443,-104.906954,378772
371,2536 West 34th Avenue,80211,Denver,CO,39.764091,-105.018412,948882
372,2751 Zenobia Street,80212,Denver,CO,39.757006,-105.052395,730686
373,2500 South Monroe Street,80210,Denver,CO,39.66994,-104.945657,
374,2119 East Arizona Avenue,,,,,,
375,516 West 7th Avenue,80204,Denver,CO,39.727158,-104.994433,298789
376,1327 Quitman Street,80204,Denver,CO,39.737196,-105.040811,412777
377,5273 Andes Street,,,,,,
378,4899 East Kentucky Avenue,,,,,,
379,734 Inca Street,80204,Denver,CO,39.728066,-104.997249,926722
380,3549 Stuart Street,80212,Denver,CO,39.766722,-105.043146,804701
381,1753 Cherry Street,80220,Denver,CO,39.744731,-104.93411,782067
382,2319 Glenarm Place,80205,Denver,CO,39.750857,-104.981828,386499
383,5728 East 16th Avenue,,,,,,
384,2398 South Platte River Drive,,,,,,
385,2522 Decatur Street,80211,Denver,CO,39.754084,-105.021831,
386,20 South Logan Street,80209,Denver,CO,39.71607,-104.982304,
387,4408 Decatur Street,80211,Denver,CO,39.776879,-105.021352,548234
388,711 South Tejon Street,80223,Denver,CO,39.703592,-105.011319,371090
389,4522 Elm Court,80211,Denver,CO,39.77907,-105.022501,662776
390,3363 East 16th Avenue,,,,,,
391,4250 West 3rd Avenue,,,,,,
392,3004 Arapahoe Street,80205,Denver,CO,39.76083,-104.978414,905005
393,2573 South Acoma Street,,,,,,
394,1418 Adams Street,80206,Denver,CO,39.738947,-104.948057,
395,2741 South Garfield Street,80210,Denver,CO,39.666543,-104.944008,819463
396,1425 South Glencoe Street,,,,,,
397,2014 West 43rd Avenue,80211,Denver,CO,39.775158,-105.011616,389304
398,1715 East 33rd Avenue,80205,Denver,CO,39.763457,-104.966649,382402
399,2795 North Speer Boulevard,80211,Denver,CO,39.757381,-105.01921,
400,3525 East 11th Avenue,80206,Denver,CO,39.73383,-104.945469,
401,2245 Glencoe Street,80207,Denver,CO,39.750125,-104.926121,861574
402,4610 Quitman Street,80212,Denver,CO,39.780516,-105.040096,563296
403,2829 West Exposition Avenue,,,,,,
404,924 East 24th Avenue,80205,Denver,CO,39.751762,-104.975039,560324
405,1515 Madison Street,,,,,,
406,3724 Tejon Street,80211,Denver,CO,39.768572,-105.01086,596418
407,2645 West 34th Avenue,80211,Denver,CO,39.76467,-105.020012,1060070
408,3266 Cook Street,,,,,,
409,6320 East Floyd Drive,80222,Denver,CO,39.65655,-104.917907,541125
410,2445 South Acoma Street,80223,Denver,CO,39.672239,-104.989127,373014
411,3714 Kalamath Street,80211,DENVER,CO,39.768564,-105.000254,
412,1390 Logan Street,,,,,,
413,3305 Madison Street,,,,,,
414,2200 Glencoe Street,80220,Denver,CO,39.734854,-104.925396,551205
415,3142 Champa Street,80205,Denver,CO,39.76096,-104.974782,553978
416,259 Delaware Street,80223,Denver,CO,39.720462,-104.993165,305476
417,4260 West 25th Avenue,80212,Denver,CO,39.753709,-105.042765,1401158
418,1127 20th Street,80202,Denver,CO,39.75263,-104.991972,
419,1127 20th Street,80202,Denver,CO,39.75263,-104.991972,
420,2033 Lawrence Street,80205,Denver,CO,39.752942,-104.991349,
421,2009 Larimer Street,80202,Denver,CO,39.750981,-104.995393,414668
422,189 South Broadway,,,,,,
423,2711 Zenobia Street,80212,Denver,CO,39.756277,-105.052389,622085
424,421 Olive Street,,,,,,
425,2217 Champa Street,80205,Denver,CO,39.752619,-104.98652,
426,3647 Fillmore Street,80205,Denver,CO,39.767839,-104.953986,428197
427,3414 Marion Street,80205,Denver,CO,39.764819,-104.971761,522127
428,4345 West 38th Avenue,,,,,,
429,3310 Adams Street,80205,Denver,CO,39.76344,-104.9487,336164
430,1460 Utica Street,80204,Denver,CO,39.739616,-105.044837,675836
431,1599 Williams Street,,,,,,
432,1210 East 16th Avenue,,,,,,
433,4473 Adams Street,80216,Denver,CO,39.778759,-104.949027,413079
434,3825 West 32nd Avenue,80211,Denver,CO,39.762379,-105.037833,1673199
435,7404 East Princeton Avenue,80237,Denver,CO,39.639895,-104.902318,260081
436,3530 Bryant Street,80211,Denver,CO,39.766283,-105.01864,642600
437,3374 South Forest Street,80222,Denver,CO,39.65546,-104.926885,382129
438,3084 South Dayton Court,,,,,,
439,3231 Champa Street,80205,Denver,CO,39.762145,-104.974212,651718
440,127 South Pennsylvania Street,80209,Denver,CO,39.714208,-104.98185,578855
441,2280 East 16th Avenue,,,,,,
442,3365 West 31st Avenue,80211,Denver,CO,39.761457,-105.031534,665654
443,954 South University Boulevard,,,,,,
444,1280 25th Street,,,,,,
445,1883 Vine Street,80206,Denver,CO,39.746254,-104.962627,537255
446,2136 Vine Street,80205,Denver,CO,39.748928,-104.961893,1012741
447,1279 Marion Street,80218,Denver,CO,39.736694,-104.97199,
448,1424 South Washington Street,,,,,,
449,1202 South Forest Street,,,,,,
450,1456 Cherry Street,,,,,,
451,12 Clermont Street,,,,,,
452,2701 Saint Paul Street,80205,Denver,CO,39.75588,-104.951529,526242
453,3062 Grape Street,,,,,,
454,3267 Newton Street,80211,Denver,CO,39.763423,-105.03728,1185004
455,6601 East 38th Avenue,,,,,,
456,2275 East 35th Avenue,80205,Denver,CO,39.765919,-104.960084,609583
457,1122 Corona Street,80218,Denver,CO,39.734134,-104.973709,765119
458,1170 Grape Street,80220,Denver,CO,39.734137,-104.92427,764539
459,1455 West 43rd Avenue,80211,Denver,CO,39.775737,-105.004935,610802
460,1003 22nd Street,,,,,,
461,3149 Wyandot Street,80211,Denver,CO,39.76175,-105.014803,1839916
462,2936 Gaylord Street,80205,Denver,CO,39.758951,-104.960632,409911
463,3515 Wyandot Street,80211,Denver,CO,39.765942,-105.014689,501345
464,954 South Pennsylvania Street,80209,Denver,CO,39.69934,-104.981219,680444
465,3444 Navajo Street,80211,Denver,CO,39.765295,-105.004013,931185
466,19 Bannock Street,80223,Denver,CO,39.717019,-104.991246,486822
467,7140 East 2nd Avenue Parkway,,,,,,
468,6185 East Iliff Avenue,,,,,,
469,2455 Glenarm Place,80205,Denver,CO,39.75219,-104.980083,1363539
470,1915 East 28th Avenue,80205,Denver,CO,39.75725,-104.96426,624247
471,907 East 22nd Avenue,80205,Denver,CO,39.74962,-104.975378,799943
472,7800 East 28th Avenue,80238,Denver,CO,39.75773,-104.896939,471377
473,719 31st Street,80205,Denver,CO,39.759712,-104.974392,424821
474,618 East Ohio Avenue,,,,,,
475,2832 Marion Street,80205,Denver,CO,39.757679,-104.97176,472140
476,1600 Vrain Street,80204,Denver,CO,39.742326,-105.045995,504894
477,830 Clarkson Street,80209,Denver,CO,39.701412,-104.977758,921352
478,1845 West Beekman Place,80221,Denver,CO,39.788801,-105.009195,353142
479,65 West Iliff Avenue,80231,Denver,CO,39.673171,-104.873644,157563
480,1750 West Burlington Place,80221,Denver,CO,39.789368,-105.007586,331071
481,788 Milwaukee Street,80206,Denver,CO,39.728932,-104.951419,1267985
482,7600 East 14th Avenue,,,,,,
483,115 Sherman Street,80203,Denver,CO,39.718624,-104.985327,668882
484,3500 Larimer Street,,,,,,
485,3316 Tennyson Street,80212,Denver,CO,39.764322,-105.043689,921065
486,3439 Wyandot Street,80211,Denver,CO,39.765194,-105.014685,539519
487,1311 East 12th Avenue,80218,Denver,CO,39.735373,-104.971508,819299
488,249 South Gilpin Street,80209,Denver,CO,39.711952,-104.967815,785787
489,3680 East 39th Avenue,,,,,,
490,504 24th Street,80205,Denver,CO,39.751272,-104.981286,616735
491,3503 Tejon Street,80211,Denver,CO,39.765984,-105.011346,1109969
492,644 South Vine Street,,,,,,
493,667 Downing Street,80209,Denver,CO,39.704571,-104.973717,1901337
494,1326 Corona Street,80218,Denver,CO,39.73764,-104.97404,
495,730 Franklin Street,80218,Denver,CO,39.727929,-104.967963,1427524
496,5813 East 6th Avenue Parkway,,,,,,
497,3550 Meade Street,80211,Denver,CO,39.766796,-105.035472,521203
498,2816 Humboldt Street,80205,Denver,CO,39.757499,-104.969289,494557
499,48 West Ellsworth Avenue,80223,Denver,CO,39.716326,-104.988727,739454
500,2827 West 23rd Avenue,80211,Denver,CO,39.751442,-105.022724,761669
501,2432 Stout Street,80205,Denver,CO,39.753613,-104.98249,592596
502,231 Delaware Street,80223,Denver,CO,39.719914,-104.993169,596308
503,5151 East Jewell Avenue,,,,,,
