,Unnamed: 0,address,zipcode,city,state,latitude,longitude,amount
1475,1475,3151 West 24th Avenue,80211.0,Denver,CO,39.752691999999996,-105.028144,945156.0
1476,1476,2 South Grant Street,80209.0,Denver,CO,39.716419,-104.98343999999999,463586.0
1477,1477,3440 Sheridan Boulevard,80212.0,Denver,CO,39.765535,-105.05291299999999,421012.0
1480,1480,211 South Humboldt Street,80209.0,Denver,CO,39.712644,-104.970179,775376.0
1481,1481,252 Pennsylvania Street,80203.0,Denver,CO,39.720468,-104.981053,280433.0
1482,1482,4995 Worchester Street,80239.0,Denver,CO,39.787777,-104.833437,336930.0
1483,1483,246 Sherman Street,80203.0,Denver,CO,39.720223,-104.98466,773692.0
1484,1484,4492 Zenobia Street,80212.0,Denver,CO,39.778087,-105.05174,440034.0
1485,1485,2627 18th Street,80211.0,Denver,CO,39.761596999999995,-105.00846899999999,2644182.0
1488,1488,534 West 4th Avenue,80223.0,Denver,CO,39.722256,-104.99503600000001,469019.0
1489,1489,4106 Osage Street,80211.0,Denver,CO,39.773286,-105.005059,785365.0
1493,1493,4937 Quitman Street,80212.0,Denver,CO,39.786312,-105.040727,465030.0
1496,1496,3225 Elizabeth Street,80205.0,Denver,CO,39.762501,-104.956478,597359.0
1499,1499,3201 Stout Street,80205.0,Denver,CO,39.760094,-104.97494099999999,560663.0
1500,1500,84 Inca Street,80223.0,Denver,CO,39.718128,-104.99728799999998,565155.0
1502,1502,1175 South Clayton Street,80210.0,Denver,CO,39.695178000000006,-104.95499299999999,1311765.0
1503,1503,1579 Osceola Street,80204.0,Denver,CO,39.742283,-105.03846499999999,774001.0
1505,1505,1429 Knox Court,80204.0,Denver,CO,39.739105,-105.03259299999999,361772.0
1508,1508,1974 South Clarkson Street,80210.0,Denver,CO,39.680754,-104.97777099999999,1005833.0
1509,1509,3120 Stuart Street,80212.0,Denver,CO,39.761551000000004,-105.04251799999999,1202651.0
1510,1510,3139 Tejon Street,80211.0,Denver,CO,39.761546,-105.011467,378254.0
1511,1511,3210 West 30th Avenue,80211.0,Denver,CO,39.760049,-105.02848600000002,515693.0
1512,1512,1184 South Beach Court,80219.0,Denver,CO,39.69531,-105.01716499999999,348730.0
1514,1514,1010 Ogden Street,80218.0,Denver,CO,39.732341999999996,-104.974956,643767.0
1517,1517,1601 South Emerson Street,80210.0,Denver,CO,39.687374,-104.977185,900386.0
1519,1519,1011 West 14th Avenue,80204.0,Denver,CO,39.738595000000004,-105.000662,449226.0
1521,1521,1327 South Humboldt Street,80210.0,Denver,CO,39.692397,-104.970221,818106.0
1524,1524,3200 West 26th Avenue,80211.0,Denver,CO,39.754626,-105.028605,493084.0
1526,1526,4320 Bryant Street,80211.0,Denver,CO,39.77581,-105.01853600000001,567616.0
1527,1527,2427 Gilpin Street,80205.0,Denver,CO,39.752527,-104.96753000000001,583381.0
1528,1528,1300 East 21st Avenue,80205.0,Denver,CO,39.747881,-104.972059,4358892.0
1529,1529,156 Clay Street,80219.0,Denver,CO,39.719464,-105.02013600000001,349438.0
1531,1531,2313 West 46th Avenue,80211.0,Denver,CO,39.780409999999996,-105.01496599999999,519078.0
1532,1532,1925 West 38th Avenue,80211.0,Denver,CO,39.769553,-105.010327,501811.0
1533,1533,137 South Pearl Street,80209.0,Denver,CO,39.713984,-104.98070700000001,660488.0
1535,1535,3037 West 37th Avenue,80211.0,Denver,CO,39.767666999999996,-105.026397,947770.0
1537,1537,3336 West 34th Avenue,80211.0,Denver,CO,39.764534000000005,-105.030974,680010.0
1538,1538,330 Santa Fe Drive,80223.0,Denver,CO,39.721602000000004,-104.99828500000001,558502.0
1542,1542,2816 Umatilla Street,80211.0,Denver,CO,39.75744,-105.01152900000001,435237.0
1543,1543,1105 Eudora Street,80220.0,Denver,CO,39.731789,-104.93106399999999,250786.0
1544,1544,3750 West 46th Avenue,80211.0,Denver,CO,39.779984999999996,-105.03672900000001,670533.0
1545,1545,2546 California Street,80205.0,Denver,CO,39.75404,-104.98023799999999,362923.0
1547,1547,2108 Federal Boulevard,80211.0,Denver,CO,39.749009,-105.02474,587478.0
1549,1549,2533 West 32nd Avenue,80211.0,Denver,CO,39.762254999999996,-105.018208,1083886.0
1552,1552,1136 Cherokee Street,80204.0,Denver,CO,39.734487,-104.99128300000001,1657582.0
1553,1553,941 Lafayette Street,80218.0,Denver,CO,39.7312,-104.97096,869328.0
1557,1557,3556 West 36th Avenue,80212.0,Denver,CO,39.76639,-105.046334,514101.0
1558,1558,1412 East 14th Avenue,80218.0,Denver,CO,39.738256,-104.970265,976626.0
1559,1559,5033 Wyandot Street,80221.0,Denver,CO,39.788125,-105.015005,436531.0
1560,1560,2085 South Xavier Street,80219.0,Denver,CO,39.679546,-105.05033200000001,397342.0
1563,1563,1628 Zenobia Street,80204.0,Denver,CO,39.742509000000005,-105.051781,605574.0
1564,1564,1614 Yates Street,80204.0,Denver,CO,39.742723,-105.050572,470457.0
1566,1566,1517 East Virginia Avenue,80209.0,Denver,CO,39.707726,-104.96937700000001,560189.0
1568,1568,226 West 3rd Avenue,80223.0,Denver,CO,39.720726,-104.99160900000001,609958.0
1570,1570,3337 Williams Street,80205.0,Denver,CO,39.764009,-104.96628899999999,350275.0
1572,1572,5562 Joplin Street,80239.0,Denver,CO,39.796825,-104.802225,339379.0
1574,1574,3536 West 41st Avenue,80211.0,Denver,CO,39.772805,-105.033905,646572.0
1576,1576,2751 Hazel Court,80211.0,Denver,CO,39.757076,-105.02791200000001,814714.0
1578,1578,2949 Race Street,80205.0,Denver,CO,39.759192999999996,-104.963819,479678.0
1580,1580,1295 East 29th Avenue,80205.0,Denver,CO,39.758426,-104.972452,907517.0
1584,1584,340 Fox Street,80223.0,Denver,CO,39.721747,-104.99485800000001,428998.0
1585,1585,154 South Pennsylvania Street,80209.0,Denver,CO,39.713682,-104.98121200000001,534147.0
1586,1586,823 Cook Street,80206.0,Denver,CO,39.729612,-104.947599,839796.0
1588,1588,2226 Emerson Street,80205.0,Denver,CO,39.749996,-104.97542800000001,735061.0
1589,1589,357 Madison Street,80206.0,Denver,CO,39.7221,-104.94651200000001,3207030.0
1590,1590,766 King Street,80204.0,Denver,CO,39.72899,-105.033382,388648.0
1591,1591,1848 West 35th Avenue,80211.0,Denver,CO,39.765551,-105.00921299999999,443537.0
1592,1592,3842 Quivas Street,80211.0,Denver,CO,39.770132000000004,-105.00771999999999,788920.0
1594,1594,1395 Tennyson Street,80204.0,Denver,CO,39.738296999999996,-105.04433300000001,536014.0
1595,1595,624 Lowell Boulevard,80204.0,Denver,CO,39.726675,-105.03478999999999,388234.0
1596,1596,1950 East Amherst Avenue,80210.0,Denver,CO,39.665817,-104.964533,651956.0
1597,1597,2595 South Franklin Street,80210.0,Denver,CO,39.669738,-104.969101,510344.0
1598,1598,781 Oneida Street,80220.0,Denver,CO,39.728839,-104.908556,723480.0
1599,1599,2601 Elizabeth Street,80205.0,Denver,CO,39.7551,-104.956,484468.0
1600,1600,3940 West Colfax Avenue,80204.0,Denver,CO,39.736478999999996,-105.038624,525155.0
1601,1601,4575 West 34th Avenue,80212.0,Denver,CO,39.765051,-105.046654,703650.0
1603,1603,4460 Irving Street,80211.0,Denver,CO,39.77774,-105.029582,1403306.0
1604,1604,543 Bannock Street,80204.0,Denver,CO,39.724998,-104.99121000000001,652978.0
1607,1607,4485 Perry Street,80212.0,Denver,CO,39.778090999999996,-105.03955500000001,507848.0
1609,1609,5455 East Thrill Place,80207.0,Denver,CO,39.763124,-104.92447,380642.0
1610,1610,1835 Gaylord Street,80206.0,Denver,CO,39.745486,-104.96133999999999,931638.0
1611,1611,4321 Bryant Street,80211.0,Denver,CO,39.775819,-105.019392,578715.0
1613,1613,3354 Vallejo Street,80211.0,Denver,CO,39.764201,-105.012442,858288.0
1615,1615,851 South Oneida Street,80224.0,Denver,CO,39.703047999999995,-104.90893700000001,611608.0
1617,1617,2800 Harrison Street,80210.0,Denver,CO,39.665329,-104.94144399999999,445401.0
1618,1618,328 South Logan Street,80209.0,Denver,CO,39.710513,-104.982354,484479.0
1621,1621,3756 Lafayette Street,80205.0,Denver,CO,39.769232,-104.970491,348106.0
1622,1622,3001 Zenobia Street,80212.0,Denver,CO,39.760422,-105.052397,725768.0
1623,1623,45 South Pennsylvania Street,80209.0,Denver,CO,39.715723,-104.98178300000001,416669.0
1625,1625,3376 Stuart Street,80212.0,Denver,CO,39.765316,-105.04253,647133.0
1626,1626,2149 High Street,80205.0,Denver,CO,39.749102,-104.965049,814757.0
1627,1627,3055 West 24th Avenue,80211.0,Denver,CO,39.75269,-105.026579,740077.0
1628,1628,4965 Zuni Street,80221.0,Denver,CO,39.786868,-105.016173,359779.0
1629,1629,3495 Lawrence Street,80205.0,Denver,CO,39.766255,-104.974112,519844.0
1631,1631,3946 Perry Street,80212.0,Denver,CO,39.772337,-105.038996,472256.0
1632,1632,4292 Green Court,80211.0,Denver,CO,39.776462,-105.02613799999999,724563.0
1633,1633,4821 Perry Street,80212.0,Denver,CO,39.784231,-105.03956399999998,430165.0
1634,1634,534 West 4th Avenue,80223.0,Denver,CO,39.722256,-104.99503600000001,469019.0
1635,1635,3381 West 33rd Avenue,80211.0,Denver,CO,39.764115000000004,-105.03195600000001,446427.0
1636,1636,5180 Granby Street,80239.0,Denver,CO,39.787061,-104.81026999999999,356741.0
1638,1638,2629 Clayton Street,80205.0,Denver,CO,39.755036,-104.95523999999999,574756.0
1639,1639,3499 East 31st Avenue,80205.0,Denver,CO,39.760829,-104.94617,504205.0
1640,1640,2143 Grove Street,80211.0,Denver,CO,39.749761,-105.027184,844177.0
1642,1642,4511 Vrain Street,80212.0,Denver,CO,39.778659999999995,-105.04659299999999,546170.0
1643,1643,2811 Federal Boulevard,80211.0,Denver,CO,39.757564,-105.02566399999999,604484.0
1644,1644,1132 Marion Street,80218.0,Denver,CO,39.734231,-104.97149099999999,894998.0
1645,1645,3571 West Walsh Place,80219.0,Denver,CO,39.703365000000005,-105.034182,322059.0
1647,1647,2411 East 5th Avenue,80206.0,Denver,CO,39.724499,-104.957889,2573142.0
1648,1648,4559 Meade Street,80211.0,Denver,CO,39.779371999999995,-105.03608799999999,430106.0
1650,1650,754 Birch Street,80220.0,Denver,CO,39.728428,-104.935718,777798.0
1651,1651,125 South Bryant Street,80219.0,Denver,CO,39.714396,-105.018308,365399.0
1653,1653,1598 West 51st Avenue,80221.0,Denver,CO,39.788396,-105.00618500000002,359100.0
1654,1654,2032 West 33rd Avenue,80211.0,Denver,CO,39.763101,-105.011738,901334.0
1655,1655,3704 Gilpin Street,80205.0,Denver,CO,39.768409999999996,-104.966835,409159.0
1659,1659,1335 Milwaukee Street,80206.0,Denver,CO,39.737464,-104.951986,834106.0
1663,1663,2400 Washington Street,80205.0,Denver,CO,39.752140000000004,-104.97800900000001,596701.0
1664,1664,3249 Madison Street,80205.0,Denver,CO,39.762895,-104.946722,389605.0
1665,1665,3315 West 21st Avenue,80211.0,Denver,CO,39.749023,-105.030369,937856.0
1667,1667,1653 Boulder Street,80211.0,Denver,CO,39.760155,-105.009674,401002.0
1670,1670,3353 Lawrence Street,80205.0,Denver,CO,39.765347,-104.975282,676303.0
1671,1671,1015 Tennyson Street,80204.0,Denver,CO,39.733181,-105.044327,609110.0
1673,1673,3651 High Street,80205.0,Denver,CO,39.767891,-104.965048,434534.0
1674,1674,1064 South York Street,80209.0,Denver,CO,39.697143,-104.96026599999999,992004.0
1680,1680,3601 Raleigh Street,80212.0,Denver,CO,39.766729999999995,-105.041964,732189.0
1682,1682,1254 Washington Street,80203.0,Denver,CO,39.736176,-104.97840900000001,689861.0
1685,1685,2734 West 35th Avenue,80211.0,Denver,CO,39.765198999999996,-105.021325,1174486.0
1687,1687,1816 South Clarkson Street,80210.0,Denver,CO,39.683642,-104.977782,860323.0
1688,1688,3304 West 19th Avenue,80204.0,Denver,CO,39.746195,-105.03031599999998,617337.0
1690,1690,1465 South Vine Street,80210.0,Denver,CO,39.690002,-104.96321499999999,1336927.0
1691,1691,3229 West 20th Avenue,80211.0,Denver,CO,39.747733000000004,-105.029026,788771.0
1692,1692,2105 West 34th Avenue,80211.0,Denver,CO,39.764669,-105.012129,605410.0
1693,1693,2910 Gaylord Street,80205.0,Denver,CO,39.758531,-104.960631,635234.0
1694,1694,2700 California Street,80205.0,Denver,CO,39.755623,-104.97820800000001,251300.0
1698,1698,1200 Josephine Street,80206.0,Denver,CO,39.735315,-104.95837,854055.0
1699,1699,1839 South Kearney Street,80224.0,Denver,CO,39.683299,-104.917432,472358.0
1700,1700,436 South Corona Street,80209.0,Denver,CO,39.708635,-104.974218,532267.0
1701,1701,2823 Wyandot Street,80211.0,Denver,CO,39.757509999999996,-105.01483799999998,760054.0
1702,1702,3715 Zenobia Street,80212.0,Denver,CO,39.767876,-105.052396,578150.0
1703,1703,4502 Elm Court,80211.0,Denver,CO,39.778551,-105.022502,550348.0
1704,1704,2321 West 31st Avenue,80211.0,Denver,CO,39.761022,-105.01501299999998,951681.0
1706,1706,3615 E 28th Avenue,80205.0,Denver,CO,39.758441,-104.94460600000001,413063.0
1708,1708,3051 West Scott Place,80211.0,Denver,CO,39.779194,-105.02645600000001,1182481.0
1709,1709,2630 West 36th Avenue,80211.0,Denver,CO,39.766509,-105.019737,546252.0
1710,1710,4956 Knox Court,80221.0,Denver,CO,39.786459,-105.031908,436060.0
1711,1711,135 Logan Street,80203.0,Denver,CO,39.719018,-104.982933,902222.0
1712,1712,3230 South University Boulevard,80210.0,Denver,CO,39.657794,-104.959093,596526.0
1714,1714,3521 Marion Street,80205.0,Denver,CO,39.766228999999996,-104.972458,456624.0
1715,1715,1027 32nd Street,80205.0,Denver,CO,39.762642,-104.97578600000001,835282.0
1716,1716,2122 West 42nd Avenue,80211.0,Denver,CO,39.773979,-105.013053,441042.0
1717,1717,2631 York Street,80205.0,Denver,CO,39.755134000000005,-104.960109,523958.0
1718,1718,2216 East 23rd Avenue,80205.0,Denver,CO,39.750465999999996,-104.960473,446435.0
1719,1719,910 Steele Street,80206.0,Denver,CO,39.730796999999995,-104.949169,729840.0
1720,1720,3242 Williams Street,80205.0,Denver,CO,39.762881,-104.965602,559369.0
1721,1721,4001 Alcott Street,80211.0,Denver,CO,39.771873,-105.017753,659033.0
1725,1725,1741 Boulder Street,80211.0,Denver,CO,39.760913,-105.00888300000001,757257.0
1727,1727,4518 Beach Court,80211.0,Denver,CO,39.778233,-105.01788,705913.0
1728,1728,75 West Cedar Avenue,80223.0,Denver,CO,39.713256,-104.989378,544702.0
1729,1729,3605 Raleigh Street,80212.0,Denver,CO,39.766868,-105.04196499999999,520867.0
1731,1731,3317 West 26th Avenue,80211.0,Denver,CO,39.755096,-105.030382,785142.0
1732,1732,3100 Vallejo Street,80211.0,Denver,CO,39.760952,-105.012883,769598.0
1733,1733,18873 Mitchell Place,80249.0,Denver,CO,39.775549,-104.767332,436594.0
1734,1734,2115 Lowell Boulevard,80211.0,Denver,CO,39.749156,-105.034924,577551.0
1736,1736,2829 West 34th Avenue,80211.0,Denver,CO,39.764657,-105.02281,976925.0
1737,1737,605 East 9th Avenue,80203.0,Denver,CO,39.730605,-104.979504,1468418.0
1738,1738,3437 Humboldt Street,80205.0,Denver,CO,39.765269,-104.97000200000001,585812.0
1740,1740,1831 South Williams Street,80210.0,Denver,CO,39.683294000000004,-104.96668400000001,592733.0
1741,1741,3045 West 45th Avenue,80211.0,Denver,CO,39.778128,-105.026322,614405.0
1742,1742,2436 Gaylord Street,80205.0,Denver,CO,39.752691999999996,-104.960641,526395.0
1744,1744,4517 Federal Boulevard,80211.0,Denver,CO,39.778393,-105.025567,404256.0
1746,1746,4434 Grove Street,80211.0,Denver,CO,39.777390999999994,-105.02640600000001,645887.0
1747,1747,3024 West Scott Place,80211.0,Denver,CO,39.778751,-105.025912,586019.0
1748,1748,1878 South Logan Street,80210.0,Denver,CO,39.682544,-104.98248899999999,615590.0
1749,1749,2425 Downing Street,80205.0,Denver,CO,39.752499,-104.973701,906417.0
1750,1750,5024 West 34th Avenue,80212.0,Denver,CO,39.764549,-105.051325,560457.0
1753,1753,1063 Harrison Street,80206.0,Denver,CO,39.733271,-104.942117,658042.0
1757,1757,1405 King Street,80204.0,Denver,CO,39.738642999999996,-105.033751,660694.0
1758,1758,3536 Williams Street,80205.0,Denver,CO,39.766456,-104.965595,515271.0
1761,1761,3633 Osceola Street,80212.0,Denver,CO,39.76739,-105.038458,504672.0
1763,1763,2658 Monroe Street,80205.0,Denver,CO,39.755515,-104.94498700000001,546561.0
1764,1764,5621 West 50th Avenue,80212.0,Denver,CO,39.787701,-105.058043,553340.0
1766,1766,4566 West 34th Avenue,80212.0,Denver,CO,39.764628,-105.04661899999999,494580.0
1770,1770,45 Bannock Street,80223.0,Denver,CO,39.717674,-104.991133,481070.0
1771,1771,1416 South Columbine Street,80210.0,Denver,CO,39.690709000000005,-104.95666100000001,1394466.0
1776,1776,1371 Olive Street,80220.0,Denver,CO,39.738535,-104.90726299999999,405717.0
1778,1778,818 East 23rd Avenue,80205.0,Denver,CO,39.750578999999995,-104.97641899999999,179997.0
1779,1779,1424 King Street,80204.0,Denver,CO,39.738995,-105.033245,352897.0
1780,1780,2963 Julian Street,80211.0,Denver,CO,39.759964000000004,-105.03254799999999,1009225.0
1782,1782,3215 Champa Street,80205.0,Denver,CO,39.761905,-104.97454499999999,738303.0
1783,1783,5196 Eliot Street,80221.0,Denver,CO,39.790905,-105.023645,327710.0
1786,1786,38 Steele Street,80209.0,Denver,CO,39.710212,-104.948752,1671964.0
1788,1788,4122 Umatilla Street,80211.0,Denver,CO,39.773419,-105.012047,454308.0
1789,1789,1031 Lowell Boulevard,80204.0,Denver,CO,39.733612,-105.034951,634910.0
1790,1790,1741 South Milwaukee Street,80210.0,Denver,CO,39.683162,-104.95260400000001,552861.0
1791,1791,4594 Vallejo Street,80211.0,Denver,CO,39.780013000000004,-105.012377,537253.0
1792,1792,1027 32nd Street,80205.0,Denver,CO,39.762642,-104.97578600000001,835282.0
1793,1793,2309 Emerson Street,80205.0,Denver,CO,39.750995,-104.97609399999999,1112571.0
1795,1795,3891 Utica Street,80212.0,Denver,CO,39.771044,-105.04548999999999,452304.0
1799,1799,3100 West 18th Avenue,80204.0,Denver,CO,39.744979,-105.027174,640629.0
1801,1801,3029 Curtis Street,80205.0,Denver,CO,39.760852,-104.97761299999999,783717.0
1802,1802,1234 Logan Street,80203.0,Denver,CO,39.735797999999996,-104.98193899999998,433470.0
1803,1803,1156 Logan Street,80203.0,Denver,CO,39.734753000000005,-104.98204299999999,306431.0
1804,1804,2130 King Street,80211.0,Denver,CO,39.749254,-105.032754,512537.0
1806,1806,2510 Eliot Street,80211.0,Denver,CO,39.753929,-105.02335900000001,733371.0
1807,1807,524 Cook Street,80206.0,Denver,CO,39.724682,-104.947026,1627514.0
1808,1808,959 Perry Street,80204.0,Denver,CO,39.732687,-105.03979199999999,391022.0
1810,1810,4252 Eliot Street,80211.0,Denver,CO,39.775166999999996,-105.02325800000001,622530.0
1811,1811,943 Newton Street,80204.0,Denver,CO,39.731784999999995,-105.037625,1115107.0
1812,1812,935 Perry Street,80204.0,Denver,CO,39.731927,-105.03978799999999,418457.0
1814,1814,4537 Quitman Street,80212.0,Denver,CO,39.77908,-105.04071499999999,576061.0
1815,1815,2355 Emerson Street,80205.0,Denver,CO,39.751791,-104.97608400000001,504830.0
1816,1816,1865 Gaylord Street,80206.0,Denver,CO,39.746036,-104.96134199999999,612069.0
1817,1817,1425 East 24th Avenue,80205.0,Denver,CO,39.752176,-104.970096,459006.0
1819,1819,3100 Saint Paul Street,80205.0,Denver,CO,39.7609,-104.95082099999999,614321.0
1821,1821,5 Bannock Street,80223.0,Denver,CO,39.716722,-104.991202,749668.0
1822,1822,65 Bannock Street,80223.0,Denver,CO,39.717895,-104.991203,823354.0
1823,1823,4301 Biscay Street,80249.0,Denver,CO,39.773759999999996,-104.766772,444693.0
1826,1826,2040 Hooker Street,80211.0,Denver,CO,39.748419,-105.027873,509956.0
1829,1829,180 South Decatur Street,80219.0,Denver,CO,39.713443,-105.02233799999999,267962.0
1833,1833,2443 East 33rd Avenue,80205.0,Denver,CO,39.763368,-104.957803,521939.0
1834,1834,3247 Perry Street,80212.0,Denver,CO,39.763006,-105.039626,882380.0
1839,1839,2937 Champa Street,80205.0,Denver,CO,39.75935,-104.97781,483283.0
1841,1841,73 Lincoln Street,80203.0,Denver,CO,39.717782,-104.986574,988739.0
1843,1843,823 South Clarkson Street,80209.0,Denver,CO,39.701513,-104.978404,678365.0
1844,1844,3412 Pecos Street,80211.0,Denver,CO,39.764753999999996,-105.006098,1237254.0
1845,1845,1574 West 35th Avenue,80211.0,Denver,CO,39.765534,-105.004493,767652.0
1846,1846,1672 Madison Street,80206.0,Denver,CO,39.743266,-104.94619399999999,622199.0
1851,1851,3960 Mariposa Street,80211.0,Denver,CO,39.771640000000005,-105.00276299999999,824068.0
1852,1852,544 Delaware Street,80204.0,Denver,CO,39.724936,-104.992577,392448.0
1853,1853,2832 Humboldt Street,80205.0,Denver,CO,39.757697,-104.96928899999999,575190.0
1854,1854,4223 Tejon Street,80211.0,Denver,CO,39.774512,-105.01153000000001,759935.0
1855,1855,401 West 2nd Avenue,80223.0,Denver,CO,39.719466,-104.99306899999999,491712.0
1856,1856,2820 Vallejo Street,80211.0,Denver,CO,39.757596,-105.01276000000001,775140.0
1857,1857,1301 Wolff Street,80204.0,Denver,CO,39.736793,-105.049001,1017468.0
1858,1858,4440 Sheridan Boulevard,80212.0,Denver,CO,39.777392,-105.05291299999999,345639.0
1859,1859,2155 Hooker Street,80211.0,Denver,CO,39.749796,-105.028748,554726.0
1860,1860,3826 Zuni Street,80211.0,Denver,CO,39.76982,-105.01556299999999,511929.0
1863,1863,4344 Zenobia Street,80212.0,Denver,CO,39.775575,-105.051724,1286145.0
1864,1864,1263 Clayton Street,80206.0,Denver,CO,39.736261999999996,-104.95543700000002,738480.0
1866,1866,3063 South Steele Street,80210.0,Denver,CO,39.66135,-104.949848,823463.0
1867,1867,2240 Curtis Street,80205.0,Denver,CO,39.752371000000004,-104.987909,352017.0
1870,1870,1037 West 10th Avenue,80204.0,Denver,CO,39.732374,-105.00108999999999,752209.0
1871,1871,150 East 48th Avenue,80216.0,Denver,CO,39.78545,-104.984968,346892.0
1872,1872,134 South Logan Street,80209.0,Denver,CO,39.714051,-104.98236999999999,655889.0
1873,1873,2356 Lafayette Street,80210.0,Denver,CO,39.673795,-104.970785,522846.0
1875,1875,560 Corona Street,80209.0,Denver,CO,39.706381,-104.97424699999999,914779.0
1877,1877,754 Downing Street,80218.0,Denver,CO,39.728332,-104.972617,675995.0
1878,1878,77 West Cedar Avenue,80223.0,Denver,CO,39.713256,-104.98946399999998,436928.0
1879,1879,1883 Vine Street,80206.0,Denver,CO,39.746254,-104.962627,537255.0
1881,1881,1183 South Logan Street,80210.0,Denver,CO,39.695081,-104.983143,549960.0
1883,1883,5300 East Thrill Place,80207.0,Denver,CO,39.762648,-104.92556100000002,344494.0
1884,1884,3510 Marion Street,80205.0,Denver,CO,39.766019,-104.971751,350356.0
1887,1887,3135 West 31st Avenue,80211.0,Denver,CO,39.761115999999994,-105.02783899999999,596530.0
1889,1889,1165 South Madison Street,80210.0,Denver,CO,39.695314,-104.946845,514460.0
1891,1891,2343 Lowell Boulevard,80211.0,Denver,CO,39.752003,-105.03483100000001,387765.0
1892,1892,2075 Central Park Boulevard,80238.0,Denver,CO,39.755581,-104.891278,472280.0
1898,1898,999 Pearl Street,80203.0,Denver,CO,39.731805,-104.980139,283571.0
1899,1899,1587 Saint Paul Street,80206.0,Denver,CO,39.741828999999996,-104.951596,595822.0
1900,1900,259 South Corona Street,80209.0,Denver,CO,39.711859999999994,-104.97486799999999,783409.0
1901,1901,1634 Sheridan Boulevard,80214.0,Denver,CO,39.742816,-105.05288,382888.0
1905,1905,2758 Magnolia Street,80207.0,Denver,CO,39.749633,-104.911294,356606.0
1906,1906,4783 Grant Street,80216.0,Denver,CO,39.783476,-104.98383600000001,395904.0
1908,1908,1664 Vine Street,80206.0,Denver,CO,39.742857,-104.961927,532191.0
1911,1911,1648 Washington Street,80203.0,Denver,CO,39.742561,-104.978421,964707.0
1913,1913,611 East 16th Avenue,80203.0,Denver,CO,39.741863,-104.97951299999998,497853.0
1914,1914,1648 Washington Street,80203.0,Denver,CO,39.742561,-104.978421,964707.0
1916,1916,1565 Clarkson Street,80210.0,Denver,CO,39.688218,-104.978406,626319.0
1917,1917,1564 Pearl Street,80203.0,Denver,CO,39.741246999999994,-104.97973700000001,578864.0
1918,1918,1648 Washington Street,80203.0,Denver,CO,39.742561,-104.978421,964707.0
1919,1919,1555 Clarkson Street,80210.0,Denver,CO,39.741453,-104.977728,346687.0
1920,1920,1641 Washington Street,80210.0,Denver,CO,39.68679,-104.97958200000001,804724.0
1921,1921,3921 Lipan Street,80211.0,Denver,CO,39.770982000000004,-105.002105,607528.0
1922,1922,4271 Green Court,80211.0,Denver,CO,39.775999999999996,-105.026753,530488.0
1924,1924,4212 Lipan Street,80211.0,Denver,CO,39.774575,-105.00140800000001,366924.0
1926,1926,627 South Corona Street,80209.0,Denver,CO,39.705264,-104.974892,1447579.0
1928,1928,3752 Bryant Street,80211.0,Denver,CO,39.769019,-105.018675,455345.0
1929,1929,2705 Steele Street,80205.0,Denver,CO,39.756044,-104.95029699999999,431991.0
1931,1931,1425 Ivanhoe Street,80220.0,Denver,CO,39.738931,-104.922005,702815.0
1932,1932,1180 Colorado Boulevard,80206.0,Denver,CO,39.734359000000005,-104.940308,323218.0
1934,1934,111 South Grant Street,80209.0,Denver,CO,39.714417,-104.984154,514326.0
1935,1935,2380 South Ogden Street,80210.0,Denver,CO,39.673372,-104.975457,492134.0
1937,1937,2066 Ogden Street,80205.0,Denver,CO,39.748713,-104.974221,602593.0
1938,1938,5355 East Thrill Place,80207.0,Denver,CO,39.763124,-104.92447,380642.0
1939,1939,3551 South Ivanhoe Street,80237.0,Denver,CO,39.651476,-104.922104,506104.0
1942,1942,3204 Zuni Street,80211.0,Denver,CO,39.762232,-105.01565,515094.0
1943,1943,856 South Washington Street,80209.0,Denver,CO,39.70088,-104.978921,833348.0
1944,1944,920 South Washington Street,80209.0,Denver,CO,39.699740999999996,-104.97892,660998.0
1945,1945,1615 South Zenobia Street,80219.0,Denver,CO,39.687562,-105.052403,318913.0
1946,1946,363 Elati Street,80223.0,Denver,CO,39.722118,-104.99431799999999,336963.0
1948,1948,844 South Washington Street,80209.0,Denver,CO,39.701221999999994,-104.978922,631276.0
1949,1949,1137 Vine Street,80206.0,Denver,CO,39.734151000000004,-104.96258700000001,1198641.0
1952,1952,2621 York Street,80210.0,Denver,CO,39.668989,-104.960908,527571.0
1956,1956,3330 Birch Street,80222.0,Denver,CO,39.656015999999994,-104.93594499999999,852105.0
1957,1957,3631 Vine Street,80205.0,Denver,CO,39.767679,-104.962543,562173.0
1960,1960,4916 North Perth Street,80249.0,Denver,CO,39.784162,-104.73514300000001,408723.0
1962,1962,1728 Clarkson Street,80218.0,Denver,CO,39.743973,-104.97717,420885.0
1964,1964,845 Zenobia Street,80204.0,Denver,CO,39.730376,-105.052401,468755.0
1965,1965,870 Dahlia Street,80220.0,Denver,CO,39.730548,-104.93130500000001,678913.0
1967,1967,2772 West Ellsworth Avenue,80219.0,Denver,CO,39.716381,-105.02221200000001,296520.0
1969,1969,279 Logan Street,80203.0,Denver,CO,39.720771,-104.98285600000001,535447.0
1970,1970,3117 Tejon Street,80211.0,Denver,CO,39.761205,-105.011352,404573.0
1971,1971,245 Bannock Street,80223.0,Denver,CO,39.720246,-104.991201,326369.0
